"id","name","hd_id","ads_id","variable","ra","dec","visual_magnitude","bv_magnitude","spectral_type_full","spectral_type","sprectral_type_sub","intensity","note_flag"
4542,\N,102888,\N,\N,"11 50 37.1","-27 16 40",6.48,0.98,"  G8III             ",\N,\N,\N,\N
4543,\N,102910,8320,\N,"11 50 55.3","+12 16 44",6.35,0.27,"  F0IVm s           ",\N,\N,\N,"*"
4544,\N,102928,\N,\N,"11 51 02.2","-05 20 00",5.64,1.06,"  K0III             ",\N,\N,\N,"*"
4545,\N,102942,\N,\N,"11 51 09.4","+33 22 30",6.27,0.32,"  Am                ",\N,\N,\N,\N
4546,\N,102964,\N,\N,"11 51 08.7","-45 10 25",4.46,1.3,"  K3III             ",\N,\N,\N,\N
4547,\N,102990,\N,5365,"11 51 21.9","-12 11 16",6.35,0.4,"  F1III-IV          ",\N,\N,\N,\N
4548,\N,103026,\N,\N,"11 51 41.6","-30 50 06",5.85,0.56,"  F7V               ",\N,\N,\N,\N
4549,\N,103079,\N,\N,"11 51 51.2","-65 12 22",4.9,-0.11,"  B4V               ",\N,\N,\N,"*"
4550,\N,103095,\N,"CF UMa   ","11 52 58.8","+37 43 07",6.45,0.75,"  G8Vp              ",\N,\N,\N,"*"
4551,\N,103101,\N,\N,"11 52 10.1","-56 59 16",5.57,0.07,"  A2V               ",\N,\N,\N,\N
4552,"   Bet Hya",103192,\N,"Bet Hya  ","11 52 54.6","-33 54 29",4.28,-0.1,"  B9IIIpSi          ",\N,\N,\N,"*"
4553,\N,103266,\N,\N,"11 53 26.8","-35 04 00",6.17,0.08,"  A2V               ",\N,\N,\N,\N
4554," 64Gam UMa",103287,\N,5379,"11 53 49.8","+53 41 41",2.44,0,"  A0Ve              ",\N,\N,\N,"*"
4555,\N,103313,\N,\N,"11 53 50.3","+00 33 07",6.3,0.2,"  F0V               ",\N,\N,\N,\N
4556,\N,103400,\N,\N,"11 54 11.5","-57 24 36",6.06,0.05,"  A0-1:III          ",\N,\N,\N,\N
4557,\N,103437,\N,\N,"11 54 25.8","-37 44 56",6.46,0.52,"  F7V               ",\N,\N,\N,"*"
4558,\N,103462,\N,\N,"11 54 42.5","-25 42 50",5.3,0.88,"  G4III             ",\N,\N,\N,\N
4559,"  6    Vir",103484,\N,\N,"11 55 03.1","+08 26 38",5.58,0.94," gK0                ",\N,\N,\N,\N
4560," 65    UMa",103483,8347,"DN UMa   ","11 55 05.7","+46 28 37",6.54,0.1,"  A3Vn              ",\N,\N,\N,"*"
4561," 65    UMa",103498,8347,\N,"11 55 11.2","+46 28 11",7.03,0.01,"  A1pCrEuSr:        ",\N,\N,\N,"*"
4562,\N,103500,\N,\N,"11 55 14.1","+36 45 23",6.49,1.58,"  M3III             ",\N,\N,\N,\N
4563,\N,103516,\N,\N,"11 54 59.8","-63 16 44",5.91,0.19,"  A3Ib              ",\N,\N,\N,\N
4564," 95    Leo",103578,\N,\N,"11 55 40.5","+15 38 48",5.53,0.11,"  A3V               ",\N,\N,\N,"*"
4565,\N,103596,\N,\N,"11 55 40.1","-28 28 37",5.93,1.5,"  K5III             ",\N,\N,\N,\N
4566," 66    UMa",103605,\N,\N,"11 55 58.4","+56 35 55",5.84,1.1,"  K1III             ",\N,\N,\N,\N
4567," 30Eta Crt",103632,\N,5392,"11 56 00.9","-17 09 03",5.18,-0.02,"  A0V               ",\N,\N,\N,\N
4568,\N,103637,\N,\N,"11 55 54.7","-39 41 21",6.13,1.02,"  K0III             ",\N,\N,\N,\N
4569,\N,103736,\N,\N,"11 56 53.2","+61 32 57",6.22,0.96,"  G8III             ",\N,\N,\N,\N
4570,\N,103746,\N,\N,"11 56 43.9","-47 04 21",6.26,0.4,"  F5V               ",\N,\N,\N,\N
4571,\N,103789,\N,"LV Hya   ","11 57 03.7","-33 18 55",6.21,-0.04,"  A0V               ",\N,\N,\N,\N
4572,\N,103799,\N,\N,"11 57 14.6","+40 20 37",6.62,0.46,"  F6V               ",\N,\N,\N,\N
4573,\N,103884,\N,5397,"11 57 40.1","-62 26 56",5.57,-0.15,"  B3V               ",\N,\N,\N,"*"
4574,\N,103928,8368,\N,"11 58 07.2","+32 16 26",6.42,0.29,"  A9V               ",\N,\N,\N,"*"
4575,\N,103953,\N,\N,"11 58 20.6","+61 27 53",6.76,\N,"  K0III             ",\N,\N,\N,\N
4576,\N,103961,\N,5402,"11 58 15.2","-56 19 02",5.44,-0.08,"  B8III             ",\N,\N,\N,\N
4577,\N,103974,\N,\N,"11 58 20.3","-40 56 50",6.79,0.97,"  K1III             ",\N,\N,\N,\N
4578,\N,104035,\N,\N,"11 58 47.7","-64 20 21",5.61,0.18,"  A3Ib              ",\N,\N,\N,\N
4579,\N,104039,8371,\N,"11 58 54.4","-25 54 32",6.43,0.03,"  A0-1V             ",\N,\N,\N,"*"
4580,\N,104055,8372,\N,"11 59 03.4","+00 31 50",6.17,1.26,"  K2IV              ",\N,\N,\N,"*"
4581,\N,104075,8374,\N,"11 59 17.6","+33 10 03",5.96,1.15,"  K1III             ",\N,\N,\N,"*"
4582,\N,104081,\N,\N,"11 59 10.9","-51 41 48",6.05,1.28,"  K1-2III           ",\N,\N,\N,\N
4583,"   Eps Cha",104174,\N,\N,"11 59 37.3","-78 13 19",4.91,-0.06,"  B9Vn              ",\N,\N,\N,"*"
4584,\N,104179,\N,\N,"11 59 57.2","+34 02 06",6.5,0.22,"  A9III             ",\N,\N,\N,\N
4585,"  7    Vir",104181,\N,\N,"11 59 56.9","+03 39 19",5.37,0,"  A1V               ",\N,\N,\N,\N
4586,\N,104216,\N,5415,"12 00 18.6","+80 51 11",6.17,1.61,"  M2III             ",\N,\N,\N,"*"
4587,\N,104304,\N,\N,"12 00 44.5","-10 26 46",5.55,0.77,"  G8-K0IV           ",\N,\N,\N,\N
4588,\N,104307,8389,\N,"12 00 42.5","-21 50 14",6.28,1.22,"  K0IV              ",\N,\N,\N,\N
4589,"  8Pi  Vir",104321,\N,\N,"12 00 52.4","+06 36 51",4.66,0.13,"  A5V               ",\N,\N,\N,"*"
4590,\N,104337,\N,\N,"12 00 51.2","-19 39 32",5.26,-0.2,"  B1.5V             ",\N,\N,\N,"*"
4591,\N,104356,\N,\N,"12 01 01.8","-01 46 05",6.31,1.21," gG8                ",\N,\N,\N,\N
4592,\N,104430,\N,\N,"12 01 29.0","-57 30 13",6.16,0,"  A0V               ",\N,\N,\N,\N
4593,\N,104438,\N,\N,"12 01 39.5","+36 02 31",5.59,1.01,"  K0III             ",\N,\N,\N,\N
4594," 67    UMa",104513,\N,"DP UMa   ","12 02 06.8","+43 02 44",5.21,0.26,"  F0Vam             ",\N,\N,\N,"*"
4595,\N,104555,\N,\N,"12 02 20.1","-85 37 54",6.05,1.29,"  K3III             ",\N,\N,\N,\N
4596,\N,104570,\N,\N,"12 02 28.6","-71 29 20",6.42,1.17,"  K1III             ",\N,\N,\N,\N
4597,\N,104600,\N,\N,"12 02 37.7","-69 11 32",5.89,-0.08,"  B9V               ",\N,\N,\N,\N
4598,\N,104625,\N,\N,"12 02 51.6","-07 41 01",6.22,1.49,"  K5                ",\N,\N,\N,\N
4599,"   The1Cru",104671,\N,\N,"12 03 01.5","-63 18 46",4.33,0.27,"  Am                ",\N,\N,\N,"*"
4600,\N,104731,\N,\N,"12 03 39.6","-42 26 03",5.15,0.41,"  F6V               ",\N,\N,\N,\N
4601,\N,104752,\N,\N,"12 03 44.3","-74 12 50",6.44,1.23,"  G6III             ",\N,\N,\N,\N
4602,"  2    Com",104827,8406,\N,"12 04 16.6","+21 27 33",5.87,0.22,"  F0IV-V            ",\N,\N,\N,"*"
4603,"   The2Cru",104841,\N,"The2 Cru ","12 04 19.2","-63 09 56",4.72,-0.08,"  B2IV              ",\N,\N,\N,"*"
4604,\N,104878,\N,\N,"12 04 38.7","-68 19 45",5.35,-0.01,"  A0IV              ",\N,\N,\N,"*"
4605,"   Kap Cha",104902,\N,\N,"12 04 46.5","-76 31 09",5.04,1.49,"  K4III             ",\N,\N,\N,\N
4606,\N,104904,\N,\N,"12 04 28.1","+85 35 14",6.27,0.59,"  F6V               ",\N,\N,\N,\N
4607,\N,104933,\N,\N,"12 04 57.1","-60 58 09",5.96,1.67,"  M2III             ",\N,\N,\N,\N
4608,"  9Omi Vir",104979,\N,\N,"12 05 12.5","+08 43 59",4.12,0.98,"  G8IIIaCN-1Ba1CH1  ",\N,\N,\N,"*"
4609,\N,104985,\N,\N,"12 05 15.1","+76 54 21",5.8,1.01,"  G9III             ",\N,\N,\N,\N
4610,\N,105043,8417,5452,"12 05 39.7","+62 55 59",6.13,1.17,"  K2III             ",\N,\N,\N,"*"
4611,\N,105071,\N,\N,"12 05 53.2","-65 32 50",6.33,0.22,"  B6Iab-Ib          ",\N,\N,\N,\N
4612,\N,105078,\N,5456,"12 05 56.7","-35 41 38",6.23,-0.08,"  B8V               ",\N,\N,\N,\N
4613,\N,105089,\N,\N,"12 05 59.8","-03 07 54",6.37,1," gG8                ",\N,\N,\N,\N
4614,\N,105138,\N,\N,"12 06 19.8","-68 39 03",6.23,1.24,"  G3Ib              ",\N,\N,\N,\N
4615,\N,105151,\N,\N,"12 06 23.1","-65 42 33",6.06,0.65,"  G8-K0III+A3-5V    ",\N,\N,\N,"*"
4616,"   Eta Cru",105211,\N,\N,"12 06 52.9","-64 36 49",4.15,0.34,"  F2III             ",\N,\N,\N,\N
4617,\N,105340,\N,\N,"12 07 49.8","-75 22 01",5.18,1.3,"  K2II-III          ",\N,\N,\N,\N
4618,\N,105382,\N,\N,"12 08 05.2","-50 39 41",4.47,-0.15,"  B6IIIe            ",\N,\N,\N,"*"
4619,\N,105383,\N,\N,"12 08 04.8","-50 45 48",6.37,-0.05,"  B9V               ",\N,\N,\N,"*"
4620,\N,105416,\N,\N,"12 08 14.7","-48 41 34",5.34,-0.01,"  B9V               ",\N,\N,\N,"*"
4621,"   Del Cen",105435,\N,"Del Cen  ","12 08 21.5","-50 43 21",2.6,-0.12,"  B2IVne            ",\N,\N,\N,"*"
4622,\N,105437,\N,\N,"12 08 24.6","-60 50 50",6.22,1.74,"  K3-4II            ",\N,\N,\N,\N
4623,"  1Alp Crv",105452,\N,\N,"12 08 24.8","-24 43 44",4.02,0.32,"  F2III-IV          ",\N,\N,\N,"*"
4624,\N,105509,\N,"V788 Cen ","12 08 53.8","-44 19 34",5.75,0.24,"  A2mA5-F2          ",\N,\N,\N,"*"
4625,\N,105521,\N,"V817 Cen ","12 08 54.5","-41 13 53",5.48,-0.07,"  B3IV              ",\N,\N,\N,"*"
4626," 10    Vir",105639,\N,\N,"12 09 41.3","+01 53 52",5.95,1.12,"  K3III             ",\N,\N,\N,"*"
4627,\N,105678,\N,\N,"12 09 47.3","+74 39 41",6.35,0.5,"  F6IV              ",\N,\N,\N,\N
4628,\N,105686,\N,\N,"12 10 02.5","-34 42 18",6.17,0.03,"  A0V               ",\N,\N,\N,\N
4629," 11    Vir",105702,\N,\N,"12 10 03.4","+05 48 25",5.72,0.35,"  F2-6IIIm vs       ",\N,\N,\N,"*"
4630,"  2Eps Crv",105707,\N,5483,"12 10 07.5","-22 37 11",3,1.33,"  K2.5IIIaBa0.2:    ",\N,\N,\N,"*"
4631,\N,105776,\N,\N,"12 10 33.8","-37 52 13",6.06,0.2,"  A5V               ",\N,\N,\N,\N
4632,"  3    Com",105778,\N,\N,"12 10 31.6","+16 48 33",6.39,0.06,"  A4V               ",\N,\N,\N,\N
4633,\N,105805,\N,5485,"12 10 46.1","+27 16 53",6.01,0.11,"  A4Vn              ",\N,\N,\N,"*"
4634,\N,105841,\N,\N,"12 11 04.9","-61 16 39",6.08,0.39,"  F2-3IV            ",\N,\N,\N,\N
4635,"  3    Crv",105850,\N,\N,"12 11 03.9","-23 36 09",5.46,0.06,"  A2V               ",\N,\N,\N,\N
4636,\N,105852,\N,\N,"12 11 02.9","-45 25 22",6.61,1.08,"  K0III             ",\N,\N,\N,\N
4637,\N,105920,\N,\N,"12 11 31.4","-51 21 34",6.23,0.82,"  G6III+G:          ",\N,\N,\N,\N
4638,"   Rho Cen",105937,\N,\N,"12 11 39.1","-52 22 07",3.96,-0.15,"  B3V               ",\N,\N,\N,"*"
4639,\N,105943,\N,\N,"12 11 00.0","+81 42 36",6,1.62," gK5                ",\N,\N,\N,\N
4640,"  4    Com",105981,\N,\N,"12 11 51.2","+25 52 13",5.66,1.41,"  K4III             ",\N,\N,\N,"*"
4641," 68    UMa",106002,\N,\N,"12 11 44.9","+57 03 16",6.43,\N," gK5                ",\N,\N,\N,\N
4642,\N,106022,\N,\N,"12 12 01.2","+28 32 10",6.49,0.36,"  F5V               ",\N,\N,\N,"*"
4643,"  5    Com",106057,\N,\N,"12 12 09.3","+20 32 31",5.57,0.95,"  K0II-III          ",\N,\N,\N,\N
4644,\N,106068,\N,\N,"12 12 22.0","-62 57 03",5.92,0.29,"  B8Ia-Iab          ",\N,\N,\N,"*"
4645,\N,106111,\N,"S Mus    ","12 12 46.8","-70 09 07",6.17,0.84,"  F6Ib              ",\N,\N,\N,"*"
4646,\N,106112,\N,\N,"12 12 11.9","+77 36 59",5.14,0.33,"  A5m               ",\N,\N,\N,"*"
4647,\N,106198,\N,5503,"12 13 13.0","-34 07 32",6.5,1.66,"  M4III             ",\N,\N,\N,"*"
4648,\N,106231,\N,\N,"12 13 25.3","-38 55 45",5.76,-0.13,"  B4IV              ",\N,\N,\N,"*"
4649,\N,106248,\N,\N,"12 13 55.7","-78 34 25",6.35,1.24,"  K2-3IIICNII       ",\N,\N,\N,\N
4650," 12    Vir",106251,\N,\N,"12 13 25.9","+10 15 44",5.85,0.27,"  A2m               ",\N,\N,\N,\N
4651,\N,106257,\N,\N,"12 13 36.7","-33 47 34",6.33,0.08,"  A0V               ",\N,\N,\N,"*"
4652,\N,106321,\N,\N,"12 14 02.6","-45 43 26",5.31,1.43,"  K3III             ",\N,\N,\N,"*"
4653,\N,106343,\N,\N,"12 14 16.8","-64 24 31",6.22,0.12,"  B1.5Ia            ",\N,\N,\N,\N
4654,\N,106478,\N,\N,"12 14 43.4","+53 26 05",6.16,1.04," gK0                ",\N,\N,\N,"*"
4655,\N,106485,\N,\N,"12 14 59.6","-20 50 39",5.83,1.05," gG7                ",\N,\N,\N,\N
4656,"   Del Cru",106490,\N,"Del Cru  ","12 15 08.7","-58 44 56",2.8,-0.23,"  B2IV              ",\N,\N,\N,"*"
4657,\N,106516,\N,\N,"12 15 10.6","-10 18 45",6.11,0.46,"  F5V               ",\N,\N,\N,"*"
4658,\N,106572,\N,\N,"12 15 30.5","-41 54 47",6.26,1.01,"  K0III             ",\N,\N,\N,\N
4659,\N,106574,\N,\N,"12 15 08.5","+70 12 00",5.71,1.19," gK2                ",\N,\N,\N,\N
4660," 69Del UMa",106591,\N,5513,"12 15 25.6","+57 01 57",3.31,0.08,"  A3V               ",\N,\N,\N,"*"
4661,\N,106612,8481,\N,"12 15 47.0","-23 21 13",6.54,0.45,"  F3V               ",\N,\N,\N,"*"
4662,"  4Gam Crv",106625,\N,5515,"12 15 48.4","-17 32 31",2.59,-0.11,"  B8IIIpHgMn        ",\N,\N,\N,"*"
4663,"  6    Com",106661,\N,\N,"12 16 00.2","+14 53 56",5.1,0.06,"  A3V               ",\N,\N,\N,\N
4664,\N,106676,\N,\N,"12 16 23.5","-72 36 53",6.22,-0.01,"  A0V               ",\N,\N,\N,\N
4665,\N,106677,\N,"DK Dra   ","12 15 41.4","+72 33 03",6.29,1.14,"  K0IIIe+K0IIIe     ",\N,\N,\N,"*"
4666,"  2    CVn",106690,8489,\N,"12 16 07.6","+40 39 37",5.66,1.55,"  M1III+F7V         ",\N,\N,\N,"*"
4667,"  7    Com",106714,\N,\N,"12 16 20.5","+23 56 43",4.95,0.97,"  G8IIIFe-0.5       ",\N,\N,\N,"*"
4668,\N,106760,\N,"Var?     ","12 16 30.1","+33 03 41",5,1.14,"  K0.5IIIb          ",\N,\N,\N,"*"
4669,\N,106797,\N,\N,"12 17 06.0","-65 41 34",6.06,0.03,"  A0V               ",\N,\N,\N,\N
4670,\N,106819,\N,5527,"12 17 03.3","-16 41 37",6.05,0.1,"  A2IV              ",\N,\N,\N,\N
4671,"   Eps Mus",106849,\N,"Eps Mus  ","12 17 34.1","-67 57 39",4.11,1.58,"  M5III             ",\N,\N,\N,"*"
4672,\N,106884,\N,\N,"12 17 29.5","+53 11 28",5.81,1.3,"  K6III             ",\N,\N,\N,\N
4673,\N,106887,8501,\N,"12 17 30.5","+28 56 14",5.7,0.16,"  A4m:              ",\N,\N,\N,"*"
4674,"   Bet Cha",106911,\N,5532,"12 18 20.7","-79 18 44",4.26,-0.12,"  B5Vn              ",\N,\N,\N,"*"
4675,\N,106922,\N,\N,"12 17 47.3","-36 05 38",6.15,0.01,"  A0V               ",\N,\N,\N,\N
4676,\N,106926,\N,\N,"12 17 44.3","+15 08 39",6.34,1.37,"  K4III             ",\N,\N,\N,\N
4677,\N,106975,8505,\N,"12 18 09.1","-03 57 16",6.99,0.36,"  F3V               ",\N,\N,\N,"*"
4678,\N,106976,8505,\N,"12 18 09.6","-03 56 55",6.54,0.33,"  F2V               ",\N,\N,\N,"*"
4679,"   Zet Cru",106983,\N,\N,"12 18 26.1","-64 00 11",4.04,-0.17,"  B2.5V             ",\N,\N,\N,"*"
4680,\N,107054,\N,\N,"12 18 31.6","+30 14 57",6.23,0.3,"  A9.5III           ",\N,\N,\N,\N
4681," 13    Vir",107070,\N,\N,"12 18 40.3","-00 47 14",5.9,0.17,"  A5Vn              ",\N,\N,\N,\N
4682,\N,107079,\N,5544,"12 18 59.7","-55 08 35",5,1.59,"  M1III             ",\N,\N,\N,"*"
4683,\N,107113,\N,\N,"12 16 51.4","+86 26 10",6.33,0.43,"  F4V               ",\N,\N,\N,\N
4684,\N,107131,\N,"FM Com   ","12 19 02.1","+26 00 28",6.48,0.18,"  A5-7mIV-V         ",\N,\N,\N,"*"
4685,"  8    Com",107168,\N,\N,"12 19 19.1","+23 02 05",6.27,0.17,"  A5III vs          ",\N,\N,\N,"*"
4686,\N,107192,\N,\N,"12 15 20.3","+87 42 00",6.28,0.35,"  F2V               ",\N,\N,\N,\N
4687,\N,107193,\N,\N,"12 18 49.9","+75 09 38",5.38,-0.02,"  A1V               ",\N,\N,\N,\N
4688,"  9    Com",107213,\N,\N,"12 19 29.6","+28 09 25",6.33,0.5,"  F8V s             ",\N,\N,\N,"*"
4689," 15Eta Vir",107259,\N,5555,"12 19 54.4","-00 40 01",3.89,0.02,"  A2IV              ",\N,\N,\N,"*"
4690,"  3    CVn",107274,\N,\N,"12 19 48.7","+48 59 03",5.29,1.66,"  M0III             ",\N,\N,\N,\N
4691,\N,107295,8515,\N,"12 20 10.7","-22 10 32",5.97,0.82,"  G3IV              ",\N,\N,\N,\N
4692,\N,107301,\N,\N,"12 20 28.0","-65 50 34",6.21,-0.04,"  B9V               ",\N,\N,\N,\N
4693,\N,107325,\N,5559,"12 20 19.7","+26 37 10",5.54,1.09,"  K2III-IV          ",\N,\N,\N,"*"
4694,\N,107326,\N,5557,"12 20 17.7","+26 00 07",6.15,0.3,"  F0IV              ",\N,\N,\N,"*"
4695," 16    Vir",107328,\N,\N,"12 20 21.0","+03 18 45",4.96,1.16,"  K0-IIIbFe-1       ",\N,\N,\N,"*"
4696,"  5Zet Crv",107348,8517,\N,"12 20 33.7","-22 12 57",5.21,-0.1,"  B8Vne             ",\N,\N,\N,"*"
4697," 11    Com",107383,8521,\N,"12 20 43.0","+17 47 34",4.74,1.01,"  G8+III            ",\N,\N,\N,"*"
4698,\N,107398,8519,\N,"12 20 41.3","+27 03 17",7.13,0.36,"  F3V+F3V           ",\N,\N,\N,"*"
4699,\N,107418,\N,5564,"12 20 55.7","-13 33 56",5.14,1.05,"  K1III             ",\N,\N,\N,\N
4700,"   Eps Cru",107446,\N,5568,"12 21 21.6","-60 24 04",3.59,1.42,"  K3-4III           ",\N,\N,\N,"*"
4701," 70    UMa",107465,\N,\N,"12 20 50.8","+57 51 50",5.55,1.43,"  K5III             ",\N,\N,\N,\N
4702,\N,107543,\N,\N,"12 21 57.5","-56 22 29",5.92,1.57,"  K4III+F:          ",\N,\N,\N,\N
4703,"   Zet2Mus",107566,\N,\N,"12 22 07.3","-67 31 19",5.15,0.19,"  A5V               ",\N,\N,\N,\N
4704,"   Zet1Mus",107567,\N,\N,"12 22 11.9","-68 18 27",5.74,1.04,"  K0III             ",\N,\N,\N,\N
4705,\N,107655,\N,\N,"12 22 10.8","+24 46 26",6.19,-0.01,"  A0V               ",\N,\N,\N,"*"
4706,\N,107696,\N,"Var?     ","12 22 49.3","-57 40 34",5.39,-0.1,"  B9V               ",\N,\N,\N,"*"
4707," 12    Com",107700,8530,5581,"12 22 30.3","+25 50 46",4.81,0.49,"  G0III-IV+A3V      ",\N,\N,\N,"*"
4708," 17    Vir",107705,8531,5579,"12 22 32.0","+05 18 20",6.4,0.6,"  F8V               ",\N,\N,\N,"*"
4709,\N,107739,\N,\N,"12 25 37.5","-86 09 02",6.33,1.08,"  K0III             ",\N,\N,\N,\N
4710,\N,107773,\N,\N,"12 23 13.8","-67 37 54",6.36,0.89,"  G8-K0IV           ",\N,\N,\N,\N
4711,"  6    Crv",107815,\N,\N,"12 23 21.6","-24 50 26",5.68,1.16," gK1                ",\N,\N,\N,\N
4712,\N,107832,\N,\N,"12 23 35.4","-35 24 46",5.32,-0.08,"  B9III             ",\N,\N,\N,"*"
4713,\N,107833,\N,\N,"12 23 36.9","-39 18 11",6.4,0.29,"  F2V               ",\N,\N,\N,\N
4714,\N,107860,\N,\N,"12 23 44.9","-38 54 40",5.79,-0.08,"  B9V               ",\N,\N,\N,\N
4715,"  4    CVn",107904,\N,"AI CVn   ","12 23 47.0","+42 32 34",6.06,0.33,"  F3III-IV          ",\N,\N,\N,"*"
4716,"  5    CVn",107950,\N,"Var      ","12 24 01.5","+51 33 44",4.8,0.87,"  G6IIIBa0.2        ",\N,\N,\N,"*"
4717," 13    Com",107966,\N,"GN Com   ","12 24 18.5","+26 05 55",5.18,0.08,"  A3V               ",\N,\N,\N,"*"
4718,\N,107998,\N,\N,"12 24 44.7","-41 23 03",6.25,1.18,"  K2-3III           ",\N,\N,\N,"*"
4719,\N,108007,8539,\N,"12 24 26.7","+25 34 58",6.42,0.27,"  A7V+F4V           ",\N,\N,\N,"*"
4720,\N,108054,\N,\N,"12 25 17.3","-65 46 14",6.3,0.96,"  G8-K0IV           ",\N,\N,\N,\N
4721,\N,108063,\N,\N,"12 25 08.5","-42 30 52",6.11,0.65,"  G5III+F-G         ",\N,\N,\N,\N
4722,\N,108107,\N,\N,"12 25 11.7","-11 36 37",5.95,0.03,"  A1V               ",\N,\N,\N,\N
4723,\N,108110,\N,\N,"12 25 18.4","-27 44 57",6.09,1.27,"  K1III             ",\N,\N,\N,\N
4724,\N,108114,\N,5610,"12 25 21.8","-35 11 11",5.73,-0.06,"  B9III             ",\N,\N,\N,"*"
4725,\N,108123,\N,\N,"12 25 15.1","+23 55 34",6.03,1.1,"  K0III             ",\N,\N,\N,"*"
4726," 71    UMa",108135,\N,\N,"12 25 03.2","+56 46 39",5.81,1.62,"  M3IIIb            ",\N,\N,\N,\N
4727,\N,108150,\N,\N,"12 25 06.4","+63 48 10",6.32,0.91,"  G8III             ",\N,\N,\N,\N
4728,"  6    CVn",108225,\N,\N,"12 25 50.9","+39 01 07",5.02,0.96,"  G9III             ",\N,\N,\N,\N
4729,\N,108250,\N,\N,"12 26 30.9","-63 07 21",4.86,-0.12,"  B4IV              ",\N,\N,\N,"*"
4730,"   Alp1Cru",108248,\N,\N,"12 26 35.9","-63 05 57",1.33,-0.24,"  B0.5IV            ",\N,\N,\N,"*"
4731,"   Alp2Cru",108249,\N,\N,"12 26 36.5","-63 05 58",1.73,-0.26,"  B1V               ",\N,\N,\N,"*"
4732,\N,108257,\N,\N,"12 26 31.6","-51 27 03",4.82,-0.14,"  B3Vn              ",\N,\N,\N,"*"
4733," 14    Com",108283,\N,\N,"12 26 24.1","+27 16 06",4.95,0.27,"  F0p               ",\N,\N,\N,"*"
4734,\N,108309,\N,\N,"12 26 48.2","-48 54 48",6.26,0.68,"  G3-5V             ",\N,\N,\N,"*"
4735,\N,108323,\N,\N,"12 26 51.7","-32 49 48",5.55,0.01,"  B9V               ",\N,\N,\N,\N
4736,\N,108355,\N,\N,"12 27 24.6","-63 47 21",6,0.07,"  B8IV              ",\N,\N,\N,\N
4737," 15Gam Com",108381,\N,\N,"12 26 56.3","+28 16 06",4.36,1.13,"  K1IIIFe0.5        ",\N,\N,\N,"*"
4738," 16    Com",108382,\N,\N,"12 26 59.3","+26 49 32",5,0.08,"  A4V               ",\N,\N,\N,"*"
4739,\N,108396,\N,"BL Cru   ","12 27 28.7","-58 59 31",5.5,1.45,"  M4-5III           ",\N,\N,\N,"*"
4740,\N,108399,\N,\N,"12 26 24.2","+71 55 47",6.24,1.06," gG8                ",\N,\N,\N,\N
4741,\N,108471,\N,\N,"12 27 42.1","+08 36 37",6.37,0.93,"  G8III             ",\N,\N,\N,\N
4742,\N,108477,\N,\N,"12 27 49.4","-16 37 55",6.35,0.84,"  G3III             ",\N,\N,\N,\N
4743,"   Sig Cen",108483,\N,\N,"12 28 02.4","-50 13 50",3.91,-0.19,"  B2V               ",\N,\N,\N,"*"
4744,\N,108501,\N,\N,"12 28 18.9","-64 20 29",6.04,0.02,"  A0Vn              ",\N,\N,\N,\N
4745," 73    UMa",108502,\N,\N,"12 27 35.1","+55 42 46",5.7,1.55,"  M2IIIb            ",\N,\N,\N,\N
4746,\N,108506,\N,"FT Vir   ","12 27 51.6","-04 36 55",6.22,0.44,"  A8n               ",\N,\N,\N,"*"
4747,\N,108530,\N,\N,"12 28 25.5","-61 47 43",6.22,1.26,"  K2III             ",\N,\N,\N,\N
4748,\N,108541,\N,\N,"12 28 22.5","-39 02 29",5.44,-0.08,"  B8V               ",\N,\N,\N,\N
4749,\N,108570,\N,\N,"12 28 33.4","-56 24 28",6.15,0.92,"  K0-1III           ",\N,\N,\N,"*"
4750,\N,108642,\N,\N,"12 28 38.1","+26 13 36",6.54,0.17,"  A2m               ",\N,\N,\N,"*"
4751,\N,108651,8568,\N,"12 28 44.6","+25 53 57",6.65,0.22,"  Am(A2/A9V/F0)     ",\N,\N,\N,"*"
4752," 17    Com",108662,8568,"AI Com   ","12 28 54.7","+25 54 46",5.29,-0.05,"  A1IVp             ",\N,\N,\N,"*"
4753," 18    Com",108722,\N,\N,"12 29 26.9","+24 06 32",5.48,0.43,"  F5III             ",\N,\N,\N,"*"
4754,\N,108732,\N,\N,"12 29 53.9","-56 31 29",5.8,1.56,"  M1III             ",\N,\N,\N,\N
4755,\N,108759,\N,5655,"12 29 57.9","-41 44 10",6.02,1.52,"  M2II-III          ",\N,\N,\N,\N
4756," 20    Com",108765,\N,\N,"12 29 43.2","+20 53 46",5.69,0.07,"  A3V               ",\N,\N,\N,\N
4757,"  7Del Crv",108767,8572,5656,"12 29 51.9","-16 30 56",2.95,-0.05,"  B9.5V             ",\N,\N,\N,"*"
4758,\N,108799,8573,\N,"12 30 04.8","-13 23 35",6.35,0.56,"  G0V               ",\N,\N,\N,"*"
4759,\N,108821,\N,5662,"12 30 17.5","-23 41 48",5.63,1.67,"  M0III             ",\N,\N,\N,\N
4760," 74    UMa",108844,\N,\N,"12 29 57.3","+58 24 21",5.35,0.2,"  A5Del Del         ",\N,\N,\N,\N
4761,"  7    CVn",108845,\N,\N,"12 30 02.9","+51 32 08",6.21,0.51,"  F6-8V             ",\N,\N,\N,\N
4762," 75    UMa",108861,\N,\N,"12 30 04.3","+58 46 03",6.08,0.98,"  G8III-IV          ",\N,\N,\N,\N
